iShares Core S&P Mid-Cap ETF
Fund Holdings as of,"Aug 22, 2025"
Inception Date,"May 22, 2000"
Shares Outstanding,"1,534,200,000.00"
Stock,"-"
Bond,"-"
Cash,"-"
Other,"-"
 
Ticker,Name,Type,Sector,Asset Class,Market Value,Notional Value,Quantity,Price,Location,Exchange,Currency,FX Rate,Market Currency,Accrual Date,Notional Weight,Market Weight
"HIMS","HIMS HERS HEALTH INC CLASS A","EQUITY","Health Care","Equity","284,219,992.95","284,219,992.95","6,376,935.00","44.57","United States","New York Stock Exchange Inc.","USD","1.00","USD","-","0.28","0.28"
"CHWY","CHEWY INC CLASS A","EQUITY","Consumer Discretionary","Equity","282,431,151.99","282,431,151.99","7,137,507.00","39.57","United States","New York Stock Exchange Inc.","USD","1.00","USD","-","0.28","0.28"
"UMBF","UMB FINANCIAL CORP","EQUITY","Financials","Equity","282,225,467.16","282,225,467.16","2,321,124.00","121.59","United States","NASDAQ","USD","1.00","USD","-","0.28","0.28"
"SAIA","SAIA INC","EQUITY","Industrials","Equity","277,465,594.23","277,465,594.23","866,349.00","320.27","United States","NASDAQ","USD","1.00","USD","-","0.28","0.28"
"SEIC","SEI INVESTMENTS","EQUITY","Financials","Equity","277,408,137.60","277,408,137.60","3,077,184.00","90.15","United States","NASDAQ","USD","1.00","USD","-","0.28","0.28"
"BRX","BRIXMOR PROPERTY GROUP REIT INC","EQUITY","Real Estate","Equity","277,331,979.96","277,331,979.96","9,954,486.00","27.86","United States","New York Stock Exchange Inc.","USD","1.00","USD","-","0.28","0.28"
"LAD","LITHIA MOTORS INC CLASS A","EQUITY","Consumer Discretionary","Equity","276,663,855.18","276,663,855.18","846,766.00","326.73","United States","New York Stock Exchange Inc.","USD","1.00","USD","-","0.28","0.28"
"CFR","CULLEN FROST BANKERS INC","EQUITY","Financials","Equity","273,856,960.30","273,856,960.30","2,090,990.00","130.97","United States","New York Stock Exchange Inc.","USD","1.00","USD","-","0.27","0.27"
"INGR","INGREDION INC","EQUITY","Consumer Staples","Equity","269,917,742.48","269,917,742.48","2,091,737.00","129.04","United States","New York Stock Exchange Inc.","USD","1.00","USD","-","0.27","0.27"
"LITE","LUMENTUM HOLDINGS INC","EQUITY","Information Technology","Equity","269,387,494.74","269,387,494.74","2,257,311.00","119.34","United States","NASDAQ","USD","1.00","USD","-","0.27","0.27"
"SSD","SIMPSON MANUFACTURING INC","EQUITY","Industrials","Equity","268,140,150.20","268,140,150.20","1,360,565.00","197.08","United States","New York Stock Exchange Inc.","USD","1.00","USD","-","0.27","0.27"
"ZION","ZIONS BANCORPORATION","EQUITY","Financials","Equity","267,860,263.02","267,860,263.02","4,795,207.00","55.86","United States","NASDAQ","USD","1.00","USD","-","0.27","0.27"
"FYBR","FRONTIER COMMUNICATIONS PARENT INC","EQUITY","Communication","Equity","267,590,441.74","267,590,441.74","7,243,921.00","36.94","United States","NASDAQ","USD","1.00","USD","-","0.27","0.27"
"SKX","SKECHERS USA INC CLASS A","EQUITY","Consumer Discretionary","Equity","266,971,698.00","266,971,698.00","4,237,646.00","63.00","United States","New York Stock Exchange Inc.","USD","1.00","USD","-","0.27","0.27"
"AA","ALCOA CORP","EQUITY","Materials","Equity","266,766,762.24","266,766,762.24","8,420,668.00","31.68","United States","New York Stock Exchange Inc.","USD","1.00","USD","-","0.27","0.27"
"OLLI","OLLIES BARGAIN OUTLET HOLDINGS INC","EQUITY","Consumer Discretionary","Equity","264,002,597.55","264,002,597.55","1,997,145.00","132.19","United States","NASDAQ","USD","1.00","USD","-","0.26","0.26"
"ADC","AGREE REALTY REIT CORP","EQUITY","Real Estate","Equity","261,190,596.09","261,190,596.09","3,571,593.00","73.13","United States","New York Stock Exchange Inc.","USD","1.00","USD","-","0.26","0.26"
"CVLT","COMMVAULT SYSTEMS INC","EQUITY","Information Technology","Equity","259,849,246.56","259,849,246.56","1,435,314.00","181.04","United States","NASDAQ","USD","1.00","USD","-","0.26","0.26"
"RRC","RANGE RESOURCES CORP","EQUITY","Energy","Equity","259,229,016.40","259,229,016.40","7,772,984.00","33.35","United States","New York Stock Exchange Inc.","USD","1.00","USD","-","0.26","0.26"
"NNN","NNN REIT INC","EQUITY","Real Estate","Equity","259,011,865.30","259,011,865.30","6,107,330.00","42.41","United States","New York Stock Exchange Inc.","USD","1.00","USD","-","0.26","0.26"
"EXP","EAGLE MATERIALS INC","EQUITY","Materials","Equity","258,856,628.55","258,856,628.55","1,082,765.00","239.07","United States","New York Stock Exchange Inc.","USD","1.00","USD","-","0.26","0.26"
"RMBS","RAMBUS INC","EQUITY","Information Technology","Equity","257,743,453.83","257,743,453.83","3,493,879.00","73.77","United States","NASDAQ","USD","1.00","USD","-","0.26","0.26"
"TTC","TORO","EQUITY","Industrials","Equity","256,860,914.13","256,860,914.13","3,246,883.00","79.11","United States","New York Stock Exchange Inc.","USD","1.00","USD","-","0.26","0.26"
"NFG","NATIONAL FUEL GAS","EQUITY","Utilities","Equity","256,333,300.16","256,333,300.16","2,938,928.00","87.22","United States","New York Stock Exchange Inc.","USD","1.00","USD","-","0.26","0.26"
"ACI","ALBERTSONS COMPANY INC CLASS A","EQUITY","Consumer Staples","Equity","255,634,056.64","255,634,056.64","13,096,007.00","19.52","United States","New York Stock Exchange Inc.","USD","1.00","USD","-","0.26","0.26"
"PCTY","PAYLOCITY HOLDING CORP","EQUITY","Industrials","Equity","255,478,295.40","255,478,295.40","1,401,340.00","182.31","United States","NASDAQ","USD","1.00","USD","-","0.26","0.26"
"FIVE","FIVE BELOW INC","EQUITY","Consumer Discretionary","Equity","253,953,206.19","253,953,206.19","1,790,799.00","141.81","United States","NASDAQ","USD","1.00","USD","-","0.25","0.25"
"LNW","LIGHT WONDER INC","EQUITY","Consumer Discretionary","Equity","252,999,809.04","252,999,809.04","2,744,628.00","92.18","United States","NASDAQ","USD","1.00","USD","-","0.25","0.25"
"HQY","HEALTHEQUITY INC","EQUITY","Health Care","Equity","252,844,737.12","252,844,737.12","2,815,016.00","89.82","United States","NASDAQ","USD","1.00","USD","-","0.25","0.25"
"DINO","HF SINCLAIR CORP","EQUITY","Energy","Equity","252,396,156.75","252,396,156.75","5,209,415.00","48.45","United States","New York Stock Exchange Inc.","USD","1.00","USD","-","0.25","0.25"
"R","RYDER SYSTEM INC","EQUITY","Industrials","Equity","250,943,610.89","250,943,610.89","1,344,749.00","186.61","United States","New York Stock Exchange Inc.","USD","1.00","USD","-","0.25","0.25"
"WTS","WATTS WATER TECHNOLOGIES INC CLASS","EQUITY","Industrials","Equity","250,256,375.49","250,256,375.49","891,957.00","280.57","United States","New York Stock Exchange Inc.","USD","1.00","USD","-","0.25","0.25"
"CBSH","COMMERCE BANCSHARES INC","EQUITY","Financials","Equity","248,347,326.72","248,347,326.72","3,949,544.00","62.88","United States","NASDAQ","USD","1.00","USD","-","0.25","0.25"
"AVAV","AEROVIRONMENT INC","EQUITY","Industrials","Equity","248,338,730.40","248,338,730.40","1,035,435.00","239.84","United States","NASDAQ","USD","1.00","USD","-","0.25","0.25"
"JAZZ","JAZZ PHARMACEUTICALS PLC","EQUITY","Health Care","Equity","246,812,774.65","246,812,774.65","2,004,815.00","123.11","United States","NASDAQ","USD","1.00","USD","-","0.25","0.25"
"UGI","UGI CORP","EQUITY","Utilities","Equity","246,371,198.64","246,371,198.64","6,975,402.00","35.32","United States","New York Stock Exchange Inc.","USD","1.00","USD","-","0.25","0.25"
"VMI","VALMONT INDS INC","EQUITY","Industrials","Equity","245,008,211.10","245,008,211.10","652,746.00","375.35","United States","New York Stock Exchange Inc.","USD","1.00","USD","-","0.24","0.24"
"CHDN","CHURCHILL DOWNS INC","EQUITY","Consumer Discretionary","Equity","244,456,025.40","244,456,025.40","2,349,635.00","104.04","United States","NASDAQ","USD","1.00","USD","-","0.24","0.24"
"CGNX","COGNEX CORP","EQUITY","Information Technology","Equity","244,409,965.80","244,409,965.80","5,460,455.00","44.76","United States","NASDAQ","USD","1.00","USD","-","0.24","0.24"
"MTSI","MACOM TECHNOLOGY SOLUTIONS INC","EQUITY","Information Technology","Equity","244,216,938.75","244,216,938.75","1,935,925.00","126.15","United States","NASDAQ","USD","1.00","USD","-","0.24","0.24"
"ONB","OLD NATIONAL BANCORP","EQUITY","Financials","Equity","240,600,437.76","240,600,437.76","10,589,808.00","22.72","United States","NASDAQ","USD","1.00","USD","-","0.24","0.24"
"FBIN","FORTUNE BRANDS INNOVATIONS INC","EQUITY","Industrials","Equity","240,586,708.50","240,586,708.50","3,911,979.00","61.50","United States","New York Stock Exchange Inc.","USD","1.00","USD","-","0.24","0.24"
"PNFP","PINNACLE FINANCIAL PARTNERS INC","EQUITY","Financials","Equity","240,540,601.58","240,540,601.58","2,500,682.00","96.19","United States","NASDAQ","USD","1.00","USD","-","0.24","0.24"
"VOYA","VOYA FINANCIAL INC","EQUITY","Financials","Equity","239,409,637.72","239,409,637.72","3,132,404.00","76.43","United States","New York Stock Exchange Inc.","USD","1.00","USD","-","0.24","0.24"
"MIDD","MIDDLEBY CORP","EQUITY","Industrials","Equity","238,887,132.15","238,887,132.15","1,739,765.00","137.31","United States","NASDAQ","USD","1.00","USD","-","0.24","0.24"
"G","GENPACT LTD","EQUITY","Industrials","Equity","237,125,172.76","237,125,172.76","5,233,396.00","45.31","United States","New York Stock Exchange Inc.","USD","1.00","USD","-","0.24","0.24"
"KNX","KNIGHT-SWIFT TRANSPORTATION HOLDIN","EQUITY","Industrials","Equity","236,798,663.91","236,798,663.91","5,265,703.00","44.97","United States","New York Stock Exchange Inc.","USD","1.00","USD","-","0.24","0.24"
"KD","KYNDRYL HOLDINGS INC","EQUITY","Information Technology","Equity","236,172,736.80","236,172,736.80","7,569,639.00","31.20","United States","New York Stock Exchange Inc.","USD","1.00","USD","-","0.24","0.24"
"AGCO","AGCO CORP","EQUITY","Industrials","Equity","234,842,858.50","234,842,858.50","2,011,502.00","116.75","United States","New York Stock Exchange Inc.","USD","1.00","USD","-","0.23","0.23"
"ALK","ALASKA AIR GROUP INC","EQUITY","Industrials","Equity","234,702,748.00","234,702,748.00","3,944,584.00","59.50","United States","New York Stock Exchange Inc.","USD","1.00","USD","-","0.23","0.23"
"EXLS","EXLSERVICE HOLDINGS INC","EQUITY","Industrials","Equity","233,130,660.50","233,130,660.50","5,292,410.00","44.05","United States","NASDAQ","USD","1.00","USD","-","0.23","0.23"
"CART","MAPLEBEAR INC","EQUITY","Consumer Staples","Equity","231,726,300.33","231,726,300.33","5,343,009.00","43.37","United States","NASDAQ","USD","1.00","USD","-","0.23","0.23"
"GMED","GLOBUS MEDICAL INC CLASS A","EQUITY","Health Care","Equity","229,717,361.04","229,717,361.04","3,674,302.00","62.52","United States","New York Stock Exchange Inc.","USD","1.00","USD","-","0.23","0.23"
"MKSI","MKS INC","EQUITY","Information Technology","Equity","229,650,763.75","229,650,763.75","2,181,955.00","105.25","United States","NASDAQ","USD","1.00","USD","-","0.23","0.23"
"SNV","SYNOVUS FINANCIAL CORP","EQUITY","Financials","Equity","228,779,210.98","228,779,210.98","4,522,222.00","50.59","United States","New York Stock Exchange Inc.","USD","1.00","USD","-","0.23","0.23"
"XTSLA","BLK CSH FND TREASURY SL AGENCY","STIF","Cash and/or Derivatives","Money Market","228,443,274.37","92,464,499.91","228,443,274.00","1.00","United States","-","USD","1.00","USD","-","0.09","0.23"
"MORN","MORNINGSTAR INC","EQUITY","Financials","Equity","228,176,071.26","228,176,071.26","864,893.00","263.82","United States","NASDAQ","USD","1.00","USD","-","0.23","0.23"
"STWD","STARWOOD PROPERTY TRUST REIT INC","EQUITY","Financials","Equity","228,136,419.00","228,136,419.00","11,265,996.00","20.25","United States","New York Stock Exchange Inc.","USD","1.00","USD","-","0.23","0.23"
"FLS","FLOWSERVE CORP","EQUITY","Industrials","Equity","227,476,972.80","227,476,972.80","4,247,936.00","53.55","United States","New York Stock Exchange Inc.","USD","1.00","USD","-","0.23","0.23"
"COKE","COCA COLA CONSOLIDATED INC","EQUITY","Consumer Staples","Equity","227,109,065.54","227,109,065.54","1,904,798.00","119.23","United States","NASDAQ","USD","1.00","USD","-","0.23","0.23"
"HRB","H&R BLOCK INC","EQUITY","Consumer Discretionary","Equity","226,783,067.81","226,783,067.81","4,350,337.00","52.13","United States","New York Stock Exchange Inc.","USD","1.00","USD","-","0.23","0.23"
"TMHC","TAYLOR MORRISON HOME CORP","EQUITY","Consumer Discretionary","Equity","226,470,227.20","226,470,227.20","3,261,380.00","69.44","United States","New York Stock Exchange Inc.","USD","1.00","USD","-","0.23","0.23"
"AXTA","AXALTA COATING SYSTEMS LTD","EQUITY","Materials","Equity","225,983,221.68","225,983,221.68","7,101,924.00","31.82","United States","New York Stock Exchange Inc.","USD","1.00","USD","-","0.23","0.23"
"GPK","GRAPHIC PACKAGING HOLDING","EQUITY","Materials","Equity","225,913,743.36","225,913,743.36","9,805,284.00","23.04","United States","New York Stock Exchange Inc.","USD","1.00","USD","-","0.23","0.23"
"TREX","TREX INC","EQUITY","Industrials","Equity","225,362,648.28","225,362,648.28","3,484,271.00","64.68","United States","New York Stock Exchange Inc.","USD","1.00","USD","-","0.22","0.23"
"IDA","IDACORP INC","EQUITY","Utilities","Equity","225,031,100.45","225,031,100.45","1,757,369.00","128.05","United States","New York Stock Exchange Inc.","USD","1.00","USD","-","0.22","0.23"
"MSA","MSA SAFETY INC","EQUITY","Industrials","Equity","225,004,626.96","225,004,626.96","1,278,726.00","175.96","United States","New York Stock Exchange Inc.","USD","1.00","USD","-","0.22","0.22"
"STAG","STAG INDUSTRIAL REIT INC","EQUITY","Real Estate","Equity","223,110,058.50","223,110,058.50","6,071,022.00","36.75","United States","New York Stock Exchange Inc.","USD","1.00","USD","-","0.22","0.22"
"WH","WYNDHAM HOTELS RESORTS INC","EQUITY","Consumer Discretionary","Equity","222,886,179.96","222,886,179.96","2,504,902.00","88.98","United States","New York Stock Exchange Inc.","USD","1.00","USD","-","0.22","0.22"
"FLR","FLUOR CORP","EQUITY","Industrials","Equity","222,493,726.65","222,493,726.65","5,354,843.00","41.55","United States","New York Stock Exchange Inc.","USD","1.00","USD","-","0.22","0.22"
"FAF","FIRST AMERICAN FINANCIAL CORP","EQUITY","Financials","Equity","222,219,710.06","222,219,710.06","3,343,661.00","66.46","United States","New York Stock Exchange Inc.","USD","1.00","USD","-","0.22","0.22"
"FR","FIRST INDUSTRIAL REALTY TRUST INC","EQUITY","Real Estate","Equity","222,120,911.61","222,120,911.61","4,307,173.00","51.57","United States","New York Stock Exchange Inc.","USD","1.00","USD","-","0.22","0.22"
"MUSA","MURPHY USA INC","EQUITY","Consumer Discretionary","Equity","221,485,028.49","221,485,028.49","585,057.00","378.57","United States","New York Stock Exchange Inc.","USD","1.00","USD","-","0.22","0.22"
"HLNE","HAMILTON LANE INC CLASS A","EQUITY","Financials","Equity","221,002,765.50","221,002,765.50","1,409,906.00","156.75","United States","NASDAQ","USD","1.00","USD","-","0.22","0.22"
"ARW","ARROW ELECTRONICS INC","EQUITY","Information Technology","Equity","219,507,302.63","219,507,302.63","1,687,609.00","130.07","United States","New York Stock Exchange Inc.","USD","1.00","USD","-","0.22","0.22"
"CHE","CHEMED CORP","EQUITY","Health Care","Equity","218,481,175.10","218,481,175.10","475,942.00","459.05","United States","New York Stock Exchange Inc.","USD","1.00","USD","-","0.22","0.22"
"MTG","MGIC INVESTMENT CORP","EQUITY","Financials","Equity","217,446,110.65","217,446,110.65","7,724,551.00","28.15","United States","New York Stock Exchange Inc.","USD","1.00","USD","-","0.22","0.22"
"MASI","MASIMO CORP","EQUITY","Health Care","Equity","217,342,540.78","217,342,540.78","1,462,306.00","148.63","United States","NASDAQ","USD","1.00","USD","-","0.22","0.22"
"ESAB","ESAB CORP","EQUITY","Industrials","Equity","217,177,560.00","217,177,560.00","1,854,000.00","117.14","United States","New York Stock Exchange Inc.","USD","1.00","USD","-","0.22","0.22"
"ELF","ELF BEAUTY INC","EQUITY","Consumer Staples","Equity","216,775,594.35","216,775,594.35","1,834,749.00","118.15","United States","New York Stock Exchange Inc.","USD","1.00","USD","-","0.22","0.22"
"CMC","COMMERCIAL METALS","EQUITY","Materials","Equity","216,607,065.72","216,607,065.72","3,676,291.00","58.92","United States","New York Stock Exchange Inc.","USD","1.00","USD","-","0.22","0.22"
"SLM","SLM CORP","EQUITY","Financials","Equity","216,371,502.58","216,371,502.58","6,819,146.00","31.73","United States","NASDAQ","USD","1.00","USD","-","0.22","0.22"
"PB","PROSPERITY BANCSHARES INC","EQUITY","Financials","Equity","216,004,725.04","216,004,725.04","3,099,953.00","69.68","United States","New York Stock Exchange Inc.","USD","1.00","USD","-","0.22","0.22"
"KBR","KBR INC","EQUITY","Industrials","Equity","215,512,107.72","215,512,107.72","4,220,762.00","51.06","United States","New York Stock Exchange Inc.","USD","1.00","USD","-","0.22","0.22"
"BBWI","BATH AND BODY WORKS INC","EQUITY","Consumer Discretionary","Equity","215,451,026.26","215,451,026.26","6,929,914.00","31.09","United States","New York Stock Exchange Inc.","USD","1.00","USD","-","0.22","0.22"
"VNOM","VIPER ENERGY INC CLASS A","EQUITY","Energy","Equity","213,759,009.94","213,759,009.94","5,482,406.00","38.99","United States","NASDAQ","USD","1.00","USD","-","0.21","0.21"
"RGEN","REPLIGEN CORP","EQUITY","Health Care","Equity","212,133,765.54","212,133,765.54","1,699,926.00","124.79","United States","NASDAQ","USD","1.00","USD","-","0.21","0.21"
"LFUS","LITTELFUSE INC","EQUITY","Information Technology","Equity","211,428,213.42","211,428,213.42","804,093.00","262.94","United States","NASDAQ","USD","1.00","USD","-","0.21","0.21"
"ESNT","ESSENT GROUP LTD","EQUITY","Financials","Equity","210,810,509.10","210,810,509.10","3,299,069.00","63.90","United States","New York Stock Exchange Inc.","USD","1.00","USD","-","0.21","0.21"
"VNT","VONTIER CORP","EQUITY","Information Technology","Equity","210,324,171.39","210,324,171.39","4,811,809.00","43.71","United States","New York Stock Exchange Inc.","USD","1.00","USD","-","0.21","0.21"
"UFPI","UFP INDUSTRIES INC","EQUITY","Industrials","Equity","210,143,643.36","210,143,643.36","1,962,492.00","107.08","United States","NASDAQ","USD","1.00","USD","-","0.21","0.21"
"OLED","UNIVERSAL DISPLAY CORP","EQUITY","Information Technology","Equity","208,326,392.01","208,326,392.01","1,438,023.00","144.87","United States","NASDAQ","USD","1.00","USD","-","0.21","0.21"
"AMG","AFFILIATED MANAGERS GROUP INC","EQUITY","Financials","Equity","207,794,623.32","207,794,623.32","923,778.00","224.94","United States","New York Stock Exchange Inc.","USD","1.00","USD","-","0.21","0.21"
"VNO","VORNADO REALTY TRUST REIT","EQUITY","Real Estate","Equity","206,896,408.32","206,896,408.32","5,433,204.00","38.08","United States","New York Stock Exchange Inc.","USD","1.00","USD","-","0.21","0.21"
"RYAN","RYAN SPECIALTY HOLDINGS INC CLASS","EQUITY","Financials","Equity","206,769,651.84","206,769,651.84","3,502,196.00","59.04","United States","New York Stock Exchange Inc.","USD","1.00","USD","-","0.21","0.21"
"APPF","APPFOLIO INC CLASS A","EQUITY","Information Technology","Equity","206,184,119.48","206,184,119.48","748,889.00","275.32","United States","NASDAQ","USD","1.00","USD","-","0.21","0.21"
"GNTX","GENTEX CORP","EQUITY","Consumer Discretionary","Equity","205,703,393.28","205,703,393.28","7,304,808.00","28.16","United States","NASDAQ","USD","1.00","USD","-","0.21","0.21"
"THG","HANOVER INSURANCE GROUP INC","EQUITY","Financials","Equity","205,211,524.04","205,211,524.04","1,168,564.00","175.61","United States","New York Stock Exchange Inc.","USD","1.00","USD","-","0.20","0.21"
"GXO","GXO LOGISTICS INC","EQUITY","Industrials","Equity","202,963,381.81","202,963,381.81","3,717,959.00","54.59","United States","New York Stock Exchange Inc.","USD","1.00","USD","-","0.20","0.20"
"CRUS","CIRRUS LOGIC INC","EQUITY","Information Technology","Equity","202,703,874.14","202,703,874.14","1,726,903.00","117.38","United States","NASDAQ","USD","1.00","USD","-","0.20","0.20"
"LPX","LOUISIANA PACIFIC CORP","EQUITY","Materials","Equity","200,204,892.72","200,204,892.72","2,012,514.00","99.48","United States","New York Stock Exchange Inc.","USD","1.00","USD","-","0.20","0.20"
"FOUR","SHIFT4 PAYMENTS INC CLASS A","EQUITY","Financials","Equity","200,049,031.65","200,049,031.65","2,195,205.00","91.13","United States","New York Stock Exchange Inc.","USD","1.00","USD","-","0.20","0.20"
"CHRD","CHORD ENERGY CORP","EQUITY","Energy","Equity","198,799,254.72","198,799,254.72","1,876,704.00","105.93","United States","NASDAQ","USD","1.00","USD","-","0.20","0.20"
"MTN","VAIL RESORTS INC","EQUITY","Consumer Discretionary","Equity","197,740,211.42","197,740,211.42","1,213,279.00","162.98","United States","New York Stock Exchange Inc.","USD","1.00","USD","-","0.20","0.20"
"H","HYATT HOTELS CORP CLASS A","EQUITY","Consumer Discretionary","Equity","196,344,127.98","196,344,127.98","1,362,933.00","144.06","United States","New York Stock Exchange Inc.","USD","1.00","USD","-","0.20","0.20"
"NEU","NEWMARKET CORP","EQUITY","Materials","Equity","195,717,985.56","195,717,985.56","245,667.00","796.68","United States","New York Stock Exchange Inc.","USD","1.00","USD","-","0.20","0.20"
"HR","HEALTHCARE REALTY TRUST INC CLASS","EQUITY","Real Estate","Equity","194,042,158.31","194,042,158.31","11,434,423.00","16.97","United States","New York Stock Exchange Inc.","USD","1.00","USD","-","0.19","0.19"
"FNB","FNB CORP","EQUITY","Financials","Equity","193,174,162.50","193,174,162.50","11,707,525.00","16.50","United States","New York Stock Exchange Inc.","USD","1.00","USD","-","0.19","0.19"
"GATX","GATX CORP","EQUITY","Industrials","Equity","193,090,156.05","193,090,156.05","1,160,049.00","166.45","United States","New York Stock Exchange Inc.","USD","1.00","USD","-","0.19","0.19"
"THO","THOR INDUSTRIES INC","EQUITY","Consumer Discretionary","Equity","193,057,217.73","193,057,217.73","1,728,819.00","111.67","United States","New York Stock Exchange Inc.","USD","1.00","USD","-","0.19","0.19"
"AM","ANTERO MIDSTREAM CORP","EQUITY","Energy","Equity","192,935,416.20","192,935,416.20","10,900,306.00","17.70","United States","New York Stock Exchange Inc.","USD","1.00","USD","-","0.19","0.19"
"MAT","MATTEL INC","EQUITY","Consumer Discretionary","Equity","192,640,482.36","192,640,482.36","10,492,401.00","18.36","United States","NASDAQ","USD","1.00","USD","-","0.19","0.19"
"WEX","WEX INC","EQUITY","Financials","Equity","192,363,166.94","192,363,166.94","1,112,762.00","172.87","United States","New York Stock Exchange Inc.","USD","1.00","USD","-","0.19","0.19"
"NXST","NEXSTAR MEDIA GROUP INC","EQUITY","Communication","Equity","190,679,276.34","190,679,276.34","920,889.00","207.06","United States","NASDAQ","USD","1.00","USD","-","0.19","0.19"
"AAON","AAON INC","EQUITY","Industrials","Equity","188,946,982.62","188,946,982.62","2,197,569.00","85.98","United States","NASDAQ","USD","1.00","USD","-","0.19","0.19"
"LEA","LEAR CORP","EQUITY","Consumer Discretionary","Equity","188,884,440.36","188,884,440.36","1,739,748.00","108.57","United States","New York Stock Exchange Inc.","USD","1.00","USD","-","0.19","0.19"
"GBCI","GLACIER BANCORP INC","EQUITY","Financials","Equity","186,555,168.94","186,555,168.94","3,852,058.00","48.43","United States","New York Stock Exchange Inc.","USD","1.00","USD","-","0.19","0.19"
"RLI","RLI CORP","EQUITY","Financials","Equity","186,304,395.52","186,304,395.52","2,717,392.00","68.56","United States","New York Stock Exchange Inc.","USD","1.00","USD","-","0.19","0.19"
"LOPE","GRAND CANYON EDUCATION INC","EQUITY","Consumer Discretionary","Equity","185,132,900.04","185,132,900.04","910,236.00","203.39","United States","NASDAQ","USD","1.00","USD","-","0.18","0.19"
"COLB","COLUMBIA BANKING SYSTEM INC","EQUITY","Financials","Equity","184,475,743.95","184,475,743.95","6,840,035.00","26.97","United States","NASDAQ","USD","1.00","USD","-","0.18","0.18"
"FCN","FTI CONSULTING INC","EQUITY","Industrials","Equity","184,091,229.09","184,091,229.09","1,094,283.00","168.23","United States","New York Stock Exchange Inc.","USD","1.00","USD","-","0.18","0.18"
"BIO","BIO RAD LABORATORIES INC CLASS A","EQUITY","Health Care","Equity","183,894,650.50","183,894,650.50","605,275.00","303.82","United States","New York Stock Exchange Inc.","USD","1.00","USD","-","0.18","0.18"
"DBX","DROPBOX INC CLASS A","EQUITY","Information Technology","Equity","183,896,154.64","183,896,154.64","6,380,852.00","28.82","United States","NASDAQ","USD","1.00","USD","-","0.18","0.18"
"KEX","KIRBY CORP","EQUITY","Industrials","Equity","183,409,391.58","183,409,391.58","1,825,514.00","100.47","United States","New York Stock Exchange Inc.","USD","1.00","USD","-","0.18","0.18"
"MTDR","MATADOR RESOURCES","EQUITY","Energy","Equity","183,239,908.80","183,239,908.80","3,789,080.00","48.36","United States","New York Stock Exchange Inc.","USD","1.00","USD","-","0.18","0.18"
"CAVA","CAVA GROUP INC","EQUITY","Consumer Discretionary","Equity","183,117,985.05","183,117,985.05","2,672,085.00","68.53","United States","New York Stock Exchange Inc.","USD","1.00","USD","-","0.18","0.18"
"SAIC","SCIENCE APPLICATIONS INTERNATIONAL","EQUITY","Industrials","Equity","182,939,725.02","182,939,725.02","1,534,858.00","119.19","United States","NASDAQ","USD","1.00","USD","-","0.18","0.18"
"FCFS","FIRSTCASH HOLDINGS INC","EQUITY","Financials","Equity","181,355,862.38","181,355,862.38","1,256,101.00","144.38","United States","NASDAQ","USD","1.00","USD","-","0.18","0.18"
"CADE","CADENCE BANK","EQUITY","Financials","Equity","179,487,307.75","179,487,307.75","4,826,225.00","37.19","United States","New York Stock Exchange Inc.","USD","1.00","USD","-","0.18","0.18"
"JHG","JANUS HENDERSON GROUP PLC","EQUITY","Financials","Equity","179,490,173.20","179,490,173.20","4,101,695.00","43.76","United States","New York Stock Exchange Inc.","USD","1.00","USD","-","0.18","0.18"
"OZK","BANK OZK","EQUITY","Financials","Equity","179,275,280.94","179,275,280.94","3,433,077.00","52.22","United States","NASDAQ","USD","1.00","USD","-","0.18","0.18"
"HOMB","HOME BANCSHARES INC","EQUITY","Financials","Equity","178,984,374.70","178,984,374.70","5,976,106.00","29.95","United States","New York Stock Exchange Inc.","USD","1.00","USD","-","0.18","0.18"
"DAR","DARLING INGREDIENTS INC","EQUITY","Consumer Staples","Equity","178,949,381.40","178,949,381.40","5,139,270.00","34.82","United States","New York Stock Exchange Inc.","USD","1.00","USD","-","0.18","0.18"
"UBSI","UNITED BANKSHARES INC","EQUITY","Financials","Equity","178,356,258.87","178,356,258.87","4,605,119.00","38.73","United States","NASDAQ","USD","1.00","USD","-","0.18","0.18"
"ORA","ORMAT TECH INC","EQUITY","Utilities","Equity","177,875,904.15","177,875,904.15","1,875,339.00","94.85","United States","New York Stock Exchange Inc.","USD","1.00","USD","-","0.18","0.18"
"AN","AUTONATION INC","EQUITY","Consumer Discretionary","Equity","177,170,674.40","177,170,674.40","809,738.00","218.80","United States","New York Stock Exchange Inc.","USD","1.00","USD","-","0.18","0.18"
"HWC","HANCOCK WHITNEY CORP","EQUITY","Financials","Equity","176,687,082.88","176,687,082.88","2,782,912.00","63.49","United States","NASDAQ","USD","1.00","USD","-","0.18","0.18"
"ONTO","ONTO INNOVATION INC","EQUITY","Information Technology","Equity","172,572,396.50","172,572,396.50","1,590,529.00","108.50","United States","New York Stock Exchange Inc.","USD","1.00","USD","-","0.17","0.17"
"TXNM","TXNM ENERGY INC","EQUITY","Utilities","Equity","171,062,734.32","171,062,734.32","3,015,384.00","56.73","United States","New York Stock Exchange Inc.","USD","1.00","USD","-","0.17","0.17"
"BYD","BOYD GAMING CORP","EQUITY","Consumer Discretionary","Equity","169,936,933.64","169,936,933.64","1,983,854.00","85.66","United States","New York Stock Exchange Inc.","USD","1.00","USD","-","0.17","0.17"
