iShares S&P 500 Value ETF
Fund Holdings as of,"Aug 22, 2025"
Inception Date,"May 22, 2000"
Shares Outstanding,"201,800,000.00"
Stock,"-"
Bond,"-"
Cash,"-"
Other,"-"
 
Ticker,Name,Sector,Asset Class,Market Value,Weight (%),Notional Value,Quantity,Price,Location,Exchange,Currency,FX Rate,Market Currency,Accrual Date
"CL","COLGATE-PALMOLIVE","Consumer Staples","Equity","62,827,554.22","0.15","62,827,554.22","731,063.00","85.94","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"PRU","PRUDENTIAL FINANCIAL INC","Financials","Equity","62,663,234.04","0.15","62,663,234.04","570,236.00","109.89","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"TTWO","TAKE TWO INTERACTIVE SOFTWARE INC","Communication","Equity","62,425,103.89","0.15","62,425,103.89","272,563.00","229.03","United States","NASDAQ","USD","1.00","USD","-"
"CSGP","COSTAR GROUP INC","Real Estate","Equity","62,032,336.60","0.15","62,032,336.60","680,030.00","91.22","United States","NASDAQ","USD","1.00","USD","-"
"MCO","MOODYS CORP","Financials","Equity","61,714,279.99","0.15","61,714,279.99","119,599.00","516.01","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"FIS","FIDELITY NATIONAL INFORMATION SERV","Financials","Equity","60,649,183.92","0.15","60,649,183.92","845,167.00","71.76","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"MCHP","MICROCHIP TECHNOLOGY INC","Information Technology","Equity","59,816,816.70","0.15","59,816,816.70","865,155.00","69.14","United States","NASDAQ","USD","1.00","USD","-"
"SHW","SHERWIN WILLIAMS","Materials","Equity","59,674,021.02","0.14","59,674,021.02","160,014.00","372.93","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"ED","CONSOLIDATED EDISON INC","Utilities","Equity","58,917,356.50","0.14","58,917,356.50","579,610.00","101.65","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"ECL","ECOLAB INC","Materials","Equity","58,845,034.54","0.14","58,845,034.54","207,398.00","283.73","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"HUM","HUMANA INC","Health Care","Equity","58,163,943.47","0.14","58,163,943.47","194,197.00","299.51","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"CTSH","COGNIZANT TECHNOLOGY SOLUTIONS COR","Information Technology","Equity","57,606,302.89","0.14","57,606,302.89","795,997.00","72.37","United States","NASDAQ","USD","1.00","USD","-"
"NXPI","NXP SEMICONDUCTORS NV","Information Technology","Equity","57,382,589.14","0.14","57,382,589.14","244,358.00","234.83","United States","NASDAQ","USD","1.00","USD","-"
"CAH","CARDINAL HEALTH INC","Health Care","Equity","56,862,254.50","0.14","56,862,254.50","383,945.00","148.10","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"VICI","VICI PPTYS INC","Real Estate","Equity","56,788,917.80","0.14","56,788,917.80","1,700,267.00","33.40","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"OTIS","OTIS WORLDWIDE CORP","Industrials","Equity","56,450,173.82","0.14","56,450,173.82","637,279.00","88.58","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"CSX","CSX CORP","Industrials","Equity","56,442,790.04","0.14","56,442,790.04","1,632,238.00","34.58","United States","NASDAQ","USD","1.00","USD","-"
"XYL","XYLEM INC","Industrials","Equity","56,386,039.72","0.14","56,386,039.72","392,278.00","143.74","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"A","AGILENT TECHNOLOGIES INC","Health Care","Equity","55,777,207.03","0.14","55,777,207.03","458,581.00","121.63","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"WEC","WEC ENERGY GROUP INC","Utilities","Equity","55,721,288.34","0.14","55,721,288.34","513,371.00","108.54","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"COIN","COINBASE GLOBAL INC CLASS A","Financials","Equity","55,488,537.55","0.13","55,488,537.55","173,483.00","319.85","United States","NASDAQ","USD","1.00","USD","-"
"GEHC","GE HEALTHCARE TECHNOLOGIES INC","Health Care","Equity","55,404,193.64","0.13","55,404,193.64","736,562.00","75.22","United States","NASDAQ","USD","1.00","USD","-"
"NUE","NUCOR CORP","Materials","Equity","54,924,781.77","0.13","54,924,781.77","371,289.00","147.93","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"USD","USD CASH","Cash and/or Derivatives","Cash","54,828,655.15","0.13","54,828,655.15","54,828,655.00","100.00","United States","-","USD","1.00","USD","-"
"STX","SEAGATE TECHNOLOGY HOLDINGS PLC","Information Technology","Equity","54,365,757.12","0.13","54,365,757.12","341,472.00","159.21","United States","NASDAQ","USD","1.00","USD","-"
"BK","BANK OF NEW YORK MELLON CORP","Financials","Equity","54,177,829.32","0.13","54,177,829.32","528,358.00","102.54","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"WMB","WILLIAMS INC","Energy","Equity","53,818,893.31","0.13","53,818,893.31","943,033.00","57.07","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"PCG","PG&E CORP","Utilities","Equity","53,803,633.17","0.13","53,803,633.17","3,542,043.00","15.19","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"STT","STATE STREET CORP","Financials","Equity","52,979,337.00","0.13","52,979,337.00","458,775.00","115.48","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"OXY","OCCIDENTAL PETROLEUM CORP","Energy","Equity","52,250,049.72","0.13","52,250,049.72","1,140,084.00","45.83","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"DD","DUPONT DE NEMOURS INC","Materials","Equity","52,065,896.24","0.13","52,065,896.24","673,382.00","77.32","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"MTB","M&T BANK CORP","Financials","Equity","51,588,847.20","0.13","51,588,847.20","258,280.00","199.74","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"EFX","EQUIFAX INC","Industrials","Equity","50,962,260.00","0.12","50,962,260.00","199,852.00","255.00","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"LEN","LENNAR A CORP CLASS A","Consumer Discretionary","Equity","50,929,599.00","0.12","50,929,599.00","375,172.00","135.75","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"IQV","IQVIA HOLDINGS INC","Health Care","Equity","50,550,955.55","0.12","50,550,955.55","264,457.00","191.15","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"EQT","EQT CORP","Energy","Equity","50,058,283.55","0.12","50,058,283.55","963,215.00","51.97","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"VTR","VENTAS REIT INC","Real Estate","Equity","49,225,233.97","0.12","49,225,233.97","726,143.00","67.79","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"ADM","ARCHER DANIELS MIDLAND","Consumer Staples","Equity","48,628,477.04","0.12","48,628,477.04","772,862.00","62.92","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"FITB","FIFTH THIRD BANCORP","Financials","Equity","48,330,470.34","0.12","48,330,470.34","1,079,046.00","44.79","United States","NASDAQ","USD","1.00","USD","-"
"HPE","HEWLETT PACKARD ENTERPRISE","Information Technology","Equity","47,420,573.75","0.12","47,420,573.75","2,112,275.00","22.45","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"DTE","DTE ENERGY","Utilities","Equity","46,726,665.70","0.11","46,726,665.70","333,905.00","139.94","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"KEYS","KEYSIGHT TECHNOLOGIES INC","Information Technology","Equity","46,474,129.35","0.11","46,474,129.35","278,505.00","166.87","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"HCA","HCA HEALTHCARE INC","Health Care","Equity","46,273,492.08","0.11","46,273,492.08","114,264.00","404.97","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"AWK","AMERICAN WATER WORKS INC","Utilities","Equity","45,875,367.00","0.11","45,875,367.00","313,785.00","146.20","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"CARR","CARRIER GLOBAL CORP","Industrials","Equity","45,184,778.50","0.11","45,184,778.50","666,934.00","67.75","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"XYZ","BLOCK INC CLASS A","Financials","Equity","44,547,091.84","0.11","44,547,091.84","563,032.00","79.12","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"AEE","AMEREN CORP","Utilities","Equity","44,337,341.35","0.11","44,337,341.35","434,893.00","101.95","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"GIS","GENERAL MILLS INC","Consumer Staples","Equity","44,321,033.38","0.11","44,321,033.38","883,241.00","50.18","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"WBD","WARNER BROS. DISCOVERY INC SERIES","Communication","Equity","43,651,896.20","0.11","43,651,896.20","3,622,564.00","12.05","United States","NASDAQ","USD","1.00","USD","-"
"WDC","WESTERN DIGITAL CORP","Information Technology","Equity","43,256,139.39","0.11","43,256,139.39","561,987.00","76.97","United States","NASDAQ","USD","1.00","USD","-"
"FANG","DIAMONDBACK ENERGY INC","Energy","Equity","43,247,778.48","0.11","43,247,778.48","301,841.00","143.28","United States","NASDAQ","USD","1.00","USD","-"
"HSY","HERSHEY FOODS","Consumer Staples","Equity","43,202,293.03","0.10","43,202,293.03","238,121.00","181.43","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"ATO","ATMOS ENERGY CORP","Utilities","Equity","43,186,235.40","0.10","43,186,235.40","256,740.00","168.21","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"CHTR","CHARTER COMMUNICATIONS INC CLASS A","Communication","Equity","42,629,903.66","0.10","42,629,903.66","153,577.00","277.58","United States","NASDAQ","USD","1.00","USD","-"
"HPQ","HP INC","Information Technology","Equity","42,124,854.40","0.10","42,124,854.40","1,518,560.00","27.74","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"PPG","PPG INDUSTRIES INC","Materials","Equity","41,736,317.61","0.10","41,736,317.61","365,243.00","114.27","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"TDY","TELEDYNE TECHNOLOGIES INC","Information Technology","Equity","41,551,577.18","0.10","41,551,577.18","75,403.00","551.06","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"IP","INTERNATIONAL PAPER","Materials","Equity","41,527,166.00","0.10","41,527,166.00","849,400.00","48.89","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"CBOE","CBOE GLOBAL MARKETS INC","Financials","Equity","41,493,883.40","0.10","41,493,883.40","168,380.00","246.43","United States","Cboe BZX","USD","1.00","USD","-"
"STZ","CONSTELLATION BRANDS INC CLASS A","Consumer Staples","Equity","41,285,308.86","0.10","41,285,308.86","246,303.00","167.62","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"WDAY","WORKDAY INC CLASS A","Information Technology","Equity","40,878,968.69","0.10","40,878,968.69","184,747.00","221.27","United States","NASDAQ","USD","1.00","USD","-"
"HBAN","HUNTINGTON BANCSHARES INC","Financials","Equity","40,840,632.56","0.10","40,840,632.56","2,352,571.00","17.36","United States","NASDAQ","USD","1.00","USD","-"
"NTRS","NORTHERN TRUST CORP","Financials","Equity","40,686,929.92","0.10","40,686,929.92","312,832.00","130.06","United States","NASDAQ","USD","1.00","USD","-"
"FAST","FASTENAL","Industrials","Equity","40,188,292.55","0.10","40,188,292.55","797,545.00","50.39","United States","NASDAQ","USD","1.00","USD","-"
"CNP","CENTERPOINT ENERGY INC","Utilities","Equity","40,034,992.40","0.10","40,034,992.40","1,052,168.00","38.05","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"DG","DOLLAR GENERAL CORP","Consumer Staples","Equity","39,877,609.20","0.10","39,877,609.20","354,783.00","112.40","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"STE","STERIS","Health Care","Equity","39,873,791.57","0.10","39,873,791.57","158,311.00","251.87","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"MNST","MONSTER BEVERAGE CORP","Consumer Staples","Equity","39,759,370.72","0.10","39,759,370.72","632,708.00","62.84","United States","NASDAQ","USD","1.00","USD","-"
"XTSLA","BLK CSH FND TREASURY SL AGENCY","Cash and/or Derivatives","Money Market","39,611,917.73","0.10","39,611,917.73","39,611,918.00","1.00","United States","-","USD","1.00","USD","-"
"ES","EVERSOURCE ENERGY","Utilities","Equity","39,397,203.16","0.10","39,397,203.16","592,172.00","66.53","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"KHC","KRAFT HEINZ","Consumer Staples","Equity","38,999,078.76","0.09","38,999,078.76","1,389,846.00","28.06","United States","NASDAQ","USD","1.00","USD","-"
"YUM","YUM BRANDS INC","Consumer Discretionary","Equity","38,943,782.55","0.09","38,943,782.55","263,365.00","147.87","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"EMR","EMERSON ELECTRIC","Industrials","Equity","38,939,243.07","0.09","38,939,243.07","291,091.00","133.77","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"RF","REGIONS FINANCIAL CORP","Financials","Equity","38,864,404.32","0.09","38,864,404.32","1,452,332.00","26.76","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"PCAR","PACCAR INC","Industrials","Equity","38,714,739.00","0.09","38,714,739.00","381,426.00","101.50","United States","NASDAQ","USD","1.00","USD","-"
"PAYX","PAYCHEX INC","Industrials","Equity","38,495,060.23","0.09","38,495,060.23","273,383.00","140.81","United States","NASDAQ","USD","1.00","USD","-"
"SBAC","SBA COMMUNICATIONS REIT CORP CLASS","Real Estate","Equity","38,484,745.86","0.09","38,484,745.86","172,678.00","222.87","United States","NASDAQ","USD","1.00","USD","-"
"ULTA","ULTA BEAUTY INC","Consumer Discretionary","Equity","38,465,527.50","0.09","38,465,527.50","72,645.00","529.50","United States","NASDAQ","USD","1.00","USD","-"
"TROW","T ROWE PRICE GROUP INC","Financials","Equity","38,170,275.78","0.09","38,170,275.78","352,482.00","108.29","United States","NASDAQ","USD","1.00","USD","-"
"EA","ELECTRONIC ARTS INC","Communication","Equity","37,762,848.00","0.09","37,762,848.00","220,320.00","171.40","United States","NASDAQ","USD","1.00","USD","-"
"CHD","CHURCH AND DWIGHT INC","Consumer Staples","Equity","37,580,600.04","0.09","37,580,600.04","395,502.00","95.02","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"LH","LABCORP HOLDINGS INC","Health Care","Equity","37,547,901.86","0.09","37,547,901.86","134,977.00","278.18","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"NDAQ","NASDAQ INC","Financials","Equity","37,223,200.75","0.09","37,223,200.75","392,857.00","94.75","United States","NASDAQ","USD","1.00","USD","-"
"AME","AMETEK INC","Industrials","Equity","36,811,202.80","0.09","36,811,202.80","196,904.00","186.95","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"SW","SMURFIT WESTROCK PLC","Materials","Equity","36,546,152.90","0.09","36,546,152.90","799,697.00","45.70","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"VRSN","VERISIGN INC","Information Technology","Equity","36,447,472.80","0.09","36,447,472.80","135,216.00","269.55","United States","NASDAQ","USD","1.00","USD","-"
"DVN","DEVON ENERGY CORP","Energy","Equity","36,326,362.68","0.09","36,326,362.68","1,033,173.00","35.16","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"JBL","JABIL INC","Information Technology","Equity","36,245,033.68","0.09","36,245,033.68","172,727.00","209.84","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"FE","FIRSTENERGY CORP","Utilities","Equity","36,234,123.08","0.09","36,234,123.08","827,452.00","43.79","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"PYPL","PAYPAL HOLDINGS INC","Financials","Equity","36,096,569.70","0.09","36,096,569.70","516,403.00","69.90","United States","NASDAQ","USD","1.00","USD","-"
"DLTR","DOLLAR TREE INC","Consumer Staples","Equity","36,019,441.92","0.09","36,019,441.92","317,856.00","113.32","United States","NASDAQ","USD","1.00","USD","-"
"EQR","EQUITY RESIDENTIAL REIT","Real Estate","Equity","35,973,987.66","0.09","35,973,987.66","551,241.00","65.26","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"PEG","PUBLIC SERVICE ENTERPRISE GROUP IN","Utilities","Equity","35,659,631.70","0.09","35,659,631.70","426,041.00","83.70","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"CFG","CITIZENS FINANCIAL GROUP INC","Financials","Equity","35,446,293.98","0.09","35,446,293.98","698,174.00","50.77","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"CDW","CDW CORP","Information Technology","Equity","35,373,439.00","0.09","35,373,439.00","211,817.00","167.00","United States","NASDAQ","USD","1.00","USD","-"
"GPN","GLOBAL PAYMENTS INC","Financials","Equity","35,277,079.24","0.09","35,277,079.24","391,924.00","90.01","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"CMS","CMS ENERGY CORP","Utilities","Equity","35,231,775.20","0.09","35,231,775.20","481,835.00","73.12","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"ON","ON SEMICONDUCTOR CORP","Information Technology","Equity","34,856,318.05","0.08","34,856,318.05","672,253.00","51.85","United States","NASDAQ","USD","1.00","USD","-"
"K","KELLANOVA","Consumer Staples","Equity","34,768,348.65","0.08","34,768,348.65","433,791.00","80.15","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"EIX","EDISON INTERNATIONAL","Utilities","Equity","34,503,358.40","0.08","34,503,358.40","620,564.00","55.60","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"EL","ESTEE LAUDER INC CLASS A","Consumer Staples","Equity","34,457,206.08","0.08","34,457,206.08","377,696.00","91.23","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"ZBH","ZIMMER BIOMET HOLDINGS INC","Health Care","Equity","34,424,654.55","0.08","34,424,654.55","319,605.00","107.71","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"VRSK","VERISK ANALYTICS INC","Industrials","Equity","34,335,983.38","0.08","34,335,983.38","126,673.00","271.06","United States","NASDAQ","USD","1.00","USD","-"
"DELL","DELL TECHNOLOGIES INC CLASS C","Information Technology","Equity","33,426,610.68","0.08","33,426,610.68","255,477.00","130.84","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"OKE","ONEOK INC","Energy","Equity","33,096,568.04","0.08","33,096,568.04","442,231.00","74.84","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"EXE","EXPAND ENERGY CORP","Energy","Equity","32,983,330.40","0.08","32,983,330.40","348,440.00","94.66","United States","NASDAQ","USD","1.00","USD","-"
"BIIB","BIOGEN INC","Health Care","Equity","32,879,528.27","0.08","32,879,528.27","236,017.00","139.31","United States","NASDAQ","USD","1.00","USD","-"
"NI","NISOURCE INC","Utilities","Equity","32,449,285.66","0.08","32,449,285.66","755,689.00","42.94","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"DGX","QUEST DIAGNOSTICS INC","Health Care","Equity","32,371,650.99","0.08","32,371,650.99","179,613.00","180.23","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"AMCR","AMCOR PLC","Materials","Equity","32,149,916.50","0.08","32,149,916.50","3,691,150.00","8.71","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"WY","WEYERHAEUSER REIT","Real Estate","Equity","31,345,515.83","0.08","31,345,515.83","1,168,301.00","26.83","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"GPC","GENUINE PARTS","Consumer Discretionary","Equity","31,096,921.50","0.08","31,096,921.50","222,917.00","139.50","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"HAL","HALLIBURTON","Energy","Equity","30,791,259.18","0.07","30,791,259.18","1,382,634.00","22.27","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"KEY","KEYCORP","Financials","Equity","30,115,471.10","0.07","30,115,471.10","1,586,695.00","18.98","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"LUV","SOUTHWEST AIRLINES","Industrials","Equity","30,048,418.73","0.07","30,048,418.73","916,949.00","32.77","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"TER","TERADYNE INC","Information Technology","Equity","29,754,779.20","0.07","29,754,779.20","258,064.00","115.30","United States","NASDAQ","USD","1.00","USD","-"
"DXCM","DEXCOM INC","Health Care","Equity","29,615,574.24","0.07","29,615,574.24","360,024.00","82.26","United States","NASDAQ","USD","1.00","USD","-"
"MKC","MCCORMICK & CO NON-VOTING INC","Consumer Staples","Equity","29,537,286.64","0.07","29,537,286.64","408,764.00","72.26","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"STLD","STEEL DYNAMICS INC","Materials","Equity","29,474,596.64","0.07","29,474,596.64","222,148.00","132.68","United States","NASDAQ","USD","1.00","USD","-"
"CTRA","COTERRA ENERGY INC","Energy","Equity","29,240,727.66","0.07","29,240,727.66","1,228,086.00","23.81","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"INVH","INVITATION HOMES INC","Real Estate","Equity","28,796,336.88","0.07","28,796,336.88","921,188.00","31.26","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"J","JACOBS SOLUTIONS INC","Industrials","Equity","28,709,056.60","0.07","28,709,056.60","193,340.00","148.49","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"WST","WEST PHARMACEUTICAL SERVICES INC","Health Care","Equity","28,615,273.90","0.07","28,615,273.90","115,454.00","247.85","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"DOW","DOW INC","Materials","Equity","28,559,184.93","0.07","28,559,184.93","1,137,363.00","25.11","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"MLM","MARTIN MARIETTA MATERIALS INC","Materials","Equity","28,278,434.91","0.07","28,278,434.91","46,519.00","607.89","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"WTW","WILLIS TOWERS WATSON PLC","Financials","Equity","28,259,525.00","0.07","28,259,525.00","83,300.00","339.25","United States","NASDAQ","USD","1.00","USD","-"
"SNA","SNAP ON INC","Industrials","Equity","28,161,682.86","0.07","28,161,682.86","84,562.00","333.03","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"IFF","INTERNATIONAL FLAVORS & FRAGRANCES","Materials","Equity","27,897,632.40","0.07","27,897,632.40","410,380.00","67.98","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"BR","BROADRIDGE FINANCIAL SOLUTIONS INC","Industrials","Equity","27,784,525.50","0.07","27,784,525.50","105,975.00","262.18","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"LNT","ALLIANT ENERGY CORP","Utilities","Equity","27,764,020.78","0.07","27,764,020.78","414,574.00","66.97","United States","NASDAQ","USD","1.00","USD","-"
"HIG","HARTFORD INSURANCE GROUP INC","Financials","Equity","27,492,460.74","0.07","27,492,460.74","205,137.00","134.02","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"APTV","APTIV PLC","Consumer Discretionary","Equity","27,477,793.64","0.07","27,477,793.64","350,348.00","78.43","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"FTV","FORTIVE CORP","Industrials","Equity","27,056,446.31","0.07","27,056,446.31","548,701.00","49.31","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"L","LOEWS CORP","Financials","Equity","26,961,111.00","0.07","26,961,111.00","279,970.00","96.30","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"EXR","EXTRA SPACE STORAGE REIT INC","Real Estate","Equity","26,841,282.50","0.07","26,841,282.50","188,030.00","142.75","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"PFG","PRINCIPAL FINANCIAL GROUP INC","Financials","Equity","26,781,927.36","0.07","26,781,927.36","331,788.00","80.72","United States","NASDAQ","USD","1.00","USD","-"
"EVRG","EVERGY INC","Utilities","Equity","26,721,429.30","0.06","26,721,429.30","369,591.00","72.30","United States","NASDAQ","USD","1.00","USD","-"
"TSN","TYSON FOODS INC CLASS A","Consumer Staples","Equity","26,618,815.72","0.06","26,618,815.72","462,052.00","57.61","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"EXPD","EXPEDITORS INTERNATIONAL OF WASHIN","Industrials","Equity","26,442,806.40","0.06","26,442,806.40","220,320.00","120.02","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"MTD","METTLER TOLEDO INC","Health Care","Equity","26,188,496.10","0.06","26,188,496.10","19,818.00","1,321.45","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"ODFL","OLD DOMINION FREIGHT LINE INC","Industrials","Equity","25,739,423.50","0.06","25,739,423.50","161,756.00","159.13","United States","NASDAQ","USD","1.00","USD","-"
"OMC","OMNICOM GROUP INC","Communication","Equity","25,151,709.12","0.06","25,151,709.12","315,659.00","79.68","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"AVB","AVALONBAY COMMUNITIES REIT INC","Real Estate","Equity","24,954,907.32","0.06","24,954,907.32","128,886.00","193.62","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"HOLX","HOLOGIC INC","Health Care","Equity","24,606,023.50","0.06","24,606,023.50","360,475.00","68.26","United States","NASDAQ","USD","1.00","USD","-"
"COO","COOPER INC","Health Care","Equity","24,349,466.20","0.06","24,349,466.20","323,710.00","75.22","United States","NASDAQ","USD","1.00","USD","-"
"TSCO","TRACTOR SUPPLY","Consumer Discretionary","Equity","24,300,216.20","0.06","24,300,216.20","394,420.00","61.61","United States","NASDAQ","USD","1.00","USD","-"
"EBAY","EBAY INC","Consumer Discretionary","Equity","24,288,559.90","0.06","24,288,559.90","244,795.00","99.22","United States","NASDAQ","USD","1.00","USD","-"
"KIM","KIMCO REALTY REIT CORP","Real Estate","Equity","24,259,072.20","0.06","24,259,072.20","1,092,751.00","22.20","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"LYB","LYONDELLBASELL INDUSTRIES NV CLASS","Materials","Equity","24,234,162.12","0.06","24,234,162.12","412,356.00","58.77","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"CHRW","CH ROBINSON WORLDWIDE INC","Industrials","Equity","24,018,286.60","0.06","24,018,286.60","191,870.00","125.18","United States","NASDAQ","USD","1.00","USD","-"
"BALL","BALL CORP","Materials","Equity","23,985,125.73","0.06","23,985,125.73","446,401.00","53.73","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"CLX","CLOROX","Consumer Staples","Equity","23,890,678.56","0.06","23,890,678.56","198,576.00","120.31","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"TXT","TEXTRON INC","Industrials","Equity","23,673,050.80","0.06","23,673,050.80","290,360.00","81.53","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"EG","EVEREST GROUP LTD","Financials","Equity","23,611,481.00","0.06","23,611,481.00","68,650.00","343.94","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"CNC","CENTENE CORP","Health Care","Equity","23,574,703.08","0.06","23,574,703.08","801,588.00","29.41","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"VMC","VULCAN MATERIALS","Materials","Equity","23,572,118.40","0.06","23,572,118.40","80,616.00","292.40","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"BBY","BEST BUY INC","Consumer Discretionary","Equity","23,363,888.73","0.06","23,363,888.73","309,907.00","75.39","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"VLTO","VERALTO CORP","Industrials","Equity","22,612,387.20","0.05","22,612,387.20","207,168.00","109.15","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"CF","CF INDUSTRIES HOLDINGS INC","Materials","Equity","22,552,983.98","0.05","22,552,983.98","260,698.00","86.51","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
