iShares S&P 500 Growth ETF
Fund Holdings as of,"Aug 22, 2025"
Inception Date,"May 22, 2000"
Shares Outstanding,"549,150,000.00"
Stock,"-"
Bond,"-"
Cash,"-"
Other,"-"
 
Ticker,Name,Sector,Asset Class,Market Value,Weight (%),Notional Value,Quantity,Price,Location,Exchange,Currency,FX Rate,Market Currency,Accrual Date
"GDDY","GODADDY INC CLASS A","Information Technology","Equity","45,128,135.36","0.07","45,128,135.36","306,848.00","147.07","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"HIG","HARTFORD INSURANCE GROUP INC","Financials","Equity","45,016,245.84","0.07","45,016,245.84","335,892.00","134.02","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"TPR","TAPESTRY INC","Consumer Discretionary","Equity","44,514,334.92","0.07","44,514,334.92","446,662.00","99.66","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"AME","AMETEK INC","Industrials","Equity","43,496,721.75","0.07","43,496,721.75","232,665.00","186.95","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"PEG","PUBLIC SERVICE ENTERPRISE GROUP IN","Utilities","Equity","42,197,606.10","0.07","42,197,606.10","504,153.00","83.70","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"MNST","MONSTER BEVERAGE CORP","Consumer Staples","Equity","41,687,239.08","0.07","41,687,239.08","663,387.00","62.84","United States","NASDAQ","USD","1.00","USD","-"
"IT","GARTNER INC","Information Technology","Equity","41,370,695.10","0.07","41,370,695.10","165,549.00","249.90","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"MLM","MARTIN MARIETTA MATERIALS INC","Materials","Equity","40,965,707.10","0.06","40,965,707.10","67,390.00","607.89","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"LII","LENNOX INTERNATIONAL INC","Industrials","Equity","40,630,572.64","0.06","40,630,572.64","68,642.00","591.92","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"LVS","LAS VEGAS SANDS CORP","Consumer Discretionary","Equity","40,137,450.45","0.06","40,137,450.45","729,109.00","55.05","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"RJF","RAYMOND JAMES INC","Financials","Equity","39,996,662.16","0.06","39,996,662.16","242,008.00","165.27","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"DELL","DELL TECHNOLOGIES INC CLASS C","Information Technology","Equity","39,681,416.88","0.06","39,681,416.88","303,282.00","130.84","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"TSCO","TRACTOR SUPPLY","Consumer Discretionary","Equity","37,919,045.09","0.06","37,919,045.09","615,469.00","61.61","United States","NASDAQ","USD","1.00","USD","-"
"TPL","TEXAS PACIFIC LAND CORP","Energy","Equity","36,937,424.34","0.06","36,937,424.34","40,518.00","911.63","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"YUM","YUM BRANDS INC","Consumer Discretionary","Equity","36,180,683.73","0.06","36,180,683.73","244,679.00","147.87","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"VRSK","VERISK ANALYTICS INC","Industrials","Equity","35,863,948.60","0.06","35,863,948.60","132,310.00","271.06","United States","NASDAQ","USD","1.00","USD","-"
"DECK","DECKERS OUTDOOR CORP","Consumer Discretionary","Equity","35,668,499.40","0.06","35,668,499.40","326,934.00","109.10","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"XYZ","BLOCK INC CLASS A","Financials","Equity","34,966,846.64","0.06","34,966,846.64","441,947.00","79.12","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"NDAQ","NASDAQ INC","Financials","Equity","34,615,491.25","0.05","34,615,491.25","365,335.00","94.75","United States","NASDAQ","USD","1.00","USD","-"
"WTW","WILLIS TOWERS WATSON PLC","Financials","Equity","34,602,482.25","0.05","34,602,482.25","101,997.00","339.25","United States","NASDAQ","USD","1.00","USD","-"
"EA","ELECTRONIC ARTS INC","Communication","Equity","33,695,526.00","0.05","33,695,526.00","196,590.00","171.40","United States","NASDAQ","USD","1.00","USD","-"
"NVR","NVR INC","Consumer Discretionary","Equity","32,555,578.84","0.05","32,555,578.84","3,964.00","8,212.81","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"PPL","PPL CORP","Utilities","Equity","30,488,329.80","0.05","30,488,329.80","826,242.00","36.90","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"DXCM","DEXCOM INC","Health Care","Equity","29,745,545.04","0.05","29,745,545.04","361,604.00","82.26","United States","NASDAQ","USD","1.00","USD","-"
"EXR","EXTRA SPACE STORAGE REIT INC","Real Estate","Equity","29,312,856.00","0.05","29,312,856.00","205,344.00","142.75","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"ODFL","OLD DOMINION FREIGHT LINE INC","Industrials","Equity","29,261,018.88","0.05","29,261,018.88","183,887.00","159.13","United States","NASDAQ","USD","1.00","USD","-"
"BR","BROADRIDGE FINANCIAL SOLUTIONS INC","Industrials","Equity","29,034,599.74","0.05","29,034,599.74","110,743.00","262.18","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"VLTO","VERALTO CORP","Industrials","Equity","27,900,595.55","0.04","27,900,595.55","255,617.00","109.15","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"CINF","CINCINNATI FINANCIAL CORP","Financials","Equity","27,723,826.20","0.04","27,723,826.20","178,403.00","155.40","United States","NASDAQ","USD","1.00","USD","-"
"TKO","TKO GROUP HOLDINGS INC CLASS A","Communication","Equity","26,874,198.01","0.04","26,874,198.01","144,353.00","186.17","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"LDOS","LEIDOS HOLDINGS INC","Industrials","Equity","26,150,023.38","0.04","26,150,023.38","143,887.00","181.74","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"PTC","PTC INC","Information Technology","Equity","26,143,628.50","0.04","26,143,628.50","121,570.00","215.05","United States","NASDAQ","USD","1.00","USD","-"
"AVB","AVALONBAY COMMUNITIES REIT INC","Real Estate","Equity","26,061,445.62","0.04","26,061,445.62","134,601.00","193.62","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"WRB","WR BERKLEY CORP","Financials","Equity","25,686,096.26","0.04","25,686,096.26","356,059.00","72.14","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"PNR","PENTAIR","Industrials","Equity","25,069,984.20","0.04","25,069,984.20","230,847.00","108.60","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"FSLR","FIRST SOLAR INC","Information Technology","Equity","24,714,570.40","0.04","24,714,570.40","122,180.00","202.28","United States","NASDAQ","USD","1.00","USD","-"
"PAYC","PAYCOM SOFTWARE INC","Industrials","Equity","24,560,087.23","0.04","24,560,087.23","105,007.00","233.89","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"RL","RALPH LAUREN CORP CLASS A","Consumer Discretionary","Equity","24,424,182.20","0.04","24,424,182.20","85,459.00","285.80","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"DOV","DOVER CORP","Industrials","Equity","24,336,227.38","0.04","24,336,227.38","132,934.00","183.07","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"MTD","METTLER TOLEDO INC","Health Care","Equity","24,293,536.80","0.04","24,293,536.80","18,384.00","1,321.45","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"NCLH","NORWEGIAN CRUISE LINE HOLDINGS LTD","Consumer Discretionary","Equity","24,063,330.60","0.04","24,063,330.60","960,612.00","25.05","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"DAY","DAYFORCE INC","Industrials","Equity","23,791,859.60","0.04","23,791,859.60","343,813.00","69.20","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"LULU","LULULEMON ATHLETICA INC","Consumer Discretionary","Equity","22,690,624.95","0.04","22,690,624.95","109,305.00","207.59","United States","NASDAQ","USD","1.00","USD","-"
"DRI","DARDEN RESTAURANTS INC","Consumer Discretionary","Equity","22,687,038.02","0.04","22,687,038.02","108,769.00","208.58","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"NTAP","NETAPP INC","Information Technology","Equity","22,605,208.20","0.04","22,605,208.20","204,535.00","110.52","United States","NASDAQ","USD","1.00","USD","-"
"WYNN","WYNN RESORTS LTD","Consumer Discretionary","Equity","21,625,623.04","0.03","21,625,623.04","189,184.00","114.31","United States","NASDAQ","USD","1.00","USD","-"
"GEN","GEN DIGITAL INC","Information Technology","Equity","21,383,007.48","0.03","21,383,007.48","677,106.00","31.58","United States","NASDAQ","USD","1.00","USD","-"
"USD","USD CASH","Cash and/or Derivatives","Cash","21,327,567.79","0.03","21,327,567.79","21,327,568.00","100.00","United States","-","USD","1.00","USD","-"
"PKG","PACKAGING CORP OF AMERICA","Materials","Equity","20,414,104.92","0.03","20,414,104.92","95,958.00","212.74","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"ROL","ROLLINS INC","Industrials","Equity","20,340,804.36","0.03","20,340,804.36","350,764.00","57.99","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"ERIE","ERIE INDEMNITY CLASS A","Financials","Equity","19,668,769.32","0.03","19,668,769.32","53,687.00","366.36","United States","NASDAQ","USD","1.00","USD","-"
"TRMB","TRIMBLE INC","Information Technology","Equity","18,635,002.80","0.03","18,635,002.80","225,660.00","82.58","United States","NASDAQ","USD","1.00","USD","-"
"FFIV","F5 INC","Information Technology","Equity","17,968,224.43","0.03","17,968,224.43","56,641.00","317.23","United States","NASDAQ","USD","1.00","USD","-"
"BLDR","BUILDERS FIRSTSOURCE INC","Industrials","Equity","17,845,353.00","0.03","17,845,353.00","123,540.00","144.45","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"WAT","WATERS CORP","Health Care","Equity","17,784,485.88","0.03","17,784,485.88","58,852.00","302.19","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"ESS","ESSEX PROPERTY TRUST REIT INC","Real Estate","Equity","17,718,335.25","0.03","17,718,335.25","66,423.00","266.75","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"INCY","INCYTE CORP","Health Care","Equity","17,563,821.44","0.03","17,563,821.44","206,536.00","85.04","United States","NASDAQ","USD","1.00","USD","-"
"ALLE","ALLEGION PLC","Industrials","Equity","16,790,127.44","0.03","16,790,127.44","97,481.00","172.24","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"HST","HOST HOTELS & RESORTS REIT INC","Real Estate","Equity","16,034,248.01","0.03","16,034,248.01","948,211.00","16.91","United States","NASDAQ","USD","1.00","USD","-"
"ZBRA","ZEBRA TECHNOLOGIES CORP CLASS A","Information Technology","Equity","15,868,033.61","0.03","15,868,033.61","49,159.00","322.79","United States","NASDAQ","USD","1.00","USD","-"
"GNRC","GENERAC HOLDINGS INC","Industrials","Equity","15,464,342.64","0.02","15,464,342.64","79,451.00","194.64","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"MAA","MID AMERICA APARTMENT COMMUNITIES","Real Estate","Equity","14,764,414.78","0.02","14,764,414.78","103,226.00","143.03","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"MAS","MASCO CORP","Industrials","Equity","14,096,123.48","0.02","14,096,123.48","186,506.00","75.58","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"DPZ","DOMINOS PIZZA INC","Consumer Discretionary","Equity","14,073,593.94","0.02","14,073,593.94","31,206.00","450.99","United States","NASDAQ","USD","1.00","USD","-"
"FDS","FACTSET RESEARCH SYSTEMS INC","Financials","Equity","14,063,460.24","0.02","14,063,460.24","36,852.00","381.62","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"CPT","CAMDEN PROPERTY TRUST REIT","Real Estate","Equity","12,815,095.68","0.02","12,815,095.68","117,097.00","109.44","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"DVA","DAVITA INC","Health Care","Equity","12,549,727.96","0.02","12,549,727.96","89,411.00","140.36","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"UDR","UDR REIT INC","Real Estate","Equity","11,405,240.00","0.02","11,405,240.00","290,950.00","39.20","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"JKHY","JACK HENRY AND ASSOCIATES INC","Financials","Equity","10,396,671.32","0.02","10,396,671.32","62,797.00","165.56","United States","NASDAQ","USD","1.00","USD","-"
"MSFUT","CASH COLLATERAL MSFUT USD","Cash and/or Derivatives","Cash Collateral and Margins","5,665,340.00","0.01","5,665,340.00","5,665,340.00","100.00","United States","-","USD","1.00","USD","Feb 01, 2009"
"RGYU5","RUSSELL1000 GRWTH MINI CME SEP 25","Cash and/or Derivatives","Futures","0.00","0.00","71,017,840.00","316.00","4,494.80","-","Chicago Mercantile Exchange","USD","1.00","USD","-"
 
"The content contained herein is owned or licensed by BlackRock and/or its third-party information providers and is protected by applicable copyrights, trademarks, service marks, and/or other intellectual property rights. Such content is solely for your personal, non-commercial use. Accordingly, you may not copy, distribute, modify, post, frame or deep link this content. You may download material displayed on this Website for your personal use provided you also retain all copyright and other proprietary notices contained on the materials. Modification or use of the materials for any other purpose violates BlackRock's intellectual property rights.
Holdings subject to change. See www.iShares.com for the most recent funds holdings.
The values for “price” shown herein generally represent a price provided by a third-party pricing vendor for the portfolio holding and do not reflect the impact of systematic fair valuation (“the vendor price”). The vendor price is not necessarily the price at which the Fund values the portfolio holding for the purposes of determining its net asset value (the “valuation price”). Additionally, where applicable, foreign currency exchange rates with respect to the portfolio holdings denominated in non-U.S. currencies for the valuation price will be generally determined as of the close of business on the New York Stock Exchange, whereas for the vendor price will be generally determined as of 4 p.m. London. The values shown herein for “market value,” “weight,” and “notional value” (the “calculated values”) are based off of the vendor price and may have been different if the valuation price were to have been used to calculate such values. The vendor price is as of the most recent practicable date and may not necessarily be as of the date shown above.
Please see the “Determination of Net Asset Value” section of each Fund’s prospectus for additional information on the Fund’s valuation policies and procedures.
CAREFULLY CONSIDER THE FUNDS' INVESTMENT OBJECTIVES, RISK FACTORS, AND CHARGES AND EXPENSES BEFORE INVESTING. THIS AND OTHER INFORMATION CAN BE FOUND IN THE FUNDS' PROSPECTUSES OR, IF AVAILABLE, THE SUMMARY PROSPECTUSES WHICH MAY BE OBTAINED BY VISITING WWW.ISHARES.COM OR WWW.BLACKROCK.COM. READ THE PROSPECTUS CAREFULLY BEFORE INVESTING. INVESTING INVOLVES RISK, INCLUDING POSSIBLE LOSS OF PRINCIPAL.
This information should not be relied upon as research, investment advice, or a recommendation regarding any products, strategies, or any security in particular.
This material is strictly for illustrative, educational, or informational purposes and is subject to change.
The Funds are distributed by BlackRock Investments, LLC (together with its affiliates, “BlackRock”).
The iShares Funds are not sponsored, endorsed, issued, sold or promoted by Bloomberg, BlackRock Index Services, LLC, Cboe Global Indices, LLC, Cohen & Steers, European Public Real Estate Association (“EPRA® ”), FTSE International Limited (“FTSE”), ICE Data Indices, LLC, NSE Indices Ltd, JPMorgan, JPX Group, London Stock Exchange Group (“LSEG”), MSCI Inc., Markit Indices Limited, Morningstar, Inc., Nasdaq, Inc., National Association of Real Estate Investment Trusts (“NAREIT”), Nikkei, Inc., Russell, S&P Dow Jones Indices LLC or STOXX Ltd. None of these companies make any representation regarding the advisability of investing in the Funds. With the exception of BlackRock Index Services, LLC, who is an affiliate, BlackRock Investments, LLC is not affiliated with the companies listed above. Neither FTSE, LSEG, nor NAREIT makes any warranty regarding the FTSE Nareit Equity REITS Index, FTSE Nareit All Residential Capped Index or FTSE Nareit All Mortgage Capped Index. Neither FTSE, EPRA, LSEG, nor NAREIT makes any warranty regarding the FTSE EPRA Nareit Developed ex-U.S. Index, FTSE EPRA Nareit Developed Green Target Index or FTSE EPRA Nareit Global REITs Index. “FTSE®” is a trademark of London Stock Exchange Group companies and is used by FTSE under license.
©2023 BlackRock, Inc or its affiliates. All rights reserved. iSHARES, iBONDS and BLACKROCK are trademarks of BlackRock, Inc. or its affiliates. All other trademarks are those of their respective owners."
